lr-AdamW,step,val_loss_clf,val_acc,val_loss_total,epoch,train_loss_clf,train_acc,train_loss_total
0.00011999999999999988,0,,,,,,,
,123,2.6984379291534424,0.2391616404056549,2.6984379291534424,0,,,
,123,,,,0,2.854133129119873,0.11499398946762085,2.854133129119873
0.00012032006900215006,124,,,,,,,
,247,2.513432264328003,0.29744473099708557,2.513432264328003,1,,,
,247,,,,1,2.6162850856781006,0.1776404082775116,2.6162850856781006
0.00012128013372503547,248,,,,,,,
,371,2.3563249111175537,0.2753373384475708,2.3563249111175537,2,,,
,371,,,,2,2.426664352416992,0.22536812722682953,2.426664352416992
0.0001228797673812152,372,,,,,,,
,495,2.220078945159912,0.32443293929100037,2.220078945159912,3,,,
,495,,,,3,2.274132013320923,0.26466885209083557,2.274132013320923
0.00012511825886909458,496,,,,,,,
,619,2.1696181297302246,0.30175134539604187,2.1696181297302246,4,,,
,619,,,,4,2.1404995918273926,0.3044845461845398,2.1404995918273926
0.0001279946130890398,620,,,,,,,
,743,2.076267957687378,0.34567901492118835,2.076267957687378,5,,,
,743,,,,5,2.059999465942383,0.3239443302154541,2.059999465942383
0.00013150755138573687,744,,,,,,,
,867,2.0358405113220215,0.37553831934928894,2.0358405113220215,6,,,
,867,,,,6,1.9643003940582275,0.35319405794143677,1.9643003940582275
0.00013565551211661012,868,,,,,,,
,991,1.98628568649292,0.39104220271110535,1.98628568649292,7,,,
,991,,,,7,1.9016079902648926,0.37811079621315,1.9016079902648926
0.00014043665134603166,992,,,,,,,
,1115,1.9705668687820435,0.37352854013442993,1.9705668687820435,8,,,
,1115,,,,8,1.8435916900634766,0.3989601731300354,1.8435916900634766
0.00014584884366502507,1116,,,,,,,
,1239,1.8870266675949097,0.40798160433769226,1.8870266675949097,9,,,
,1239,,,,9,1.7845473289489746,0.4151579439640045,1.7845473289489746
0.00015188968313609857,1240,,,,,,,
,1363,1.8442105054855347,0.3962101638317108,1.8442105054855347,10,,,
,1363,,,,10,1.712679147720337,0.43530598282814026,1.712679147720337
0.00015855648436277712,1364,,,,,,,
,1487,1.8475207090377808,0.43123742938041687,1.8475207090377808,11,,,
,1487,,,,11,1.6585947275161743,0.45413902401924133,1.6585947275161743
0.00016584628368337137,1488,,,,,,,
,1611,1.8108296394348145,0.4596611559391022,1.8108296394348145,12,,,
,1611,,,,12,1.622852087020874,0.4668588936328888,1.622852087020874
0.00017375584048844473,1612,,,,,,,
,1735,1.794019103050232,0.41286247968673706,1.794019103050232,13,,,
,1735,,,,13,1.5805915594100952,0.4778282344341278,1.5805915594100952
0.00018228163866139445,1736,,,,,,,
,1859,1.7267295122146606,0.4777490496635437,1.7267295122146606,14,,,
,1859,,,,14,1.5189810991287231,0.5001556873321533,1.5189810991287231
0.00019141988814150778,1860,,,,,,,
,1983,1.7714146375656128,0.4596611559391022,1.7714146375656128,15,,,
,1983,,,,15,1.471465826034546,0.5182345509529114,1.471465826034546
0.00020116652660879392,1984,,,,,,,
,2107,1.7286738157272339,0.46741312742233276,1.7286738157272339,16,,,
,2107,,,,16,1.4367676973342896,0.5258976221084595,1.4367676973342896
0.00021151722128985237,2108,,,,,,,
,2231,1.729645848274231,0.45190924406051636,1.729645848274231,17,,,
,2231,,,,17,1.391130805015564,0.542586624622345,1.391130805015564
0.0002224673708839638,2232,,,,,,,
,2355,1.6694178581237793,0.492678701877594,1.6694178581237793,18,,,
,2355,,,,18,1.3530195951461792,0.5577707886695862,1.3530195951461792
0.00023401210760855317,2356,,,,,,,
,2479,1.6687601804733276,0.42980191111564636,1.6687601804733276,19,,,
,2479,,,,19,1.3283417224884033,0.5642334818840027,1.3283417224884033
0.0002461462993631155,2480,,,,,,,
,2603,1.6527130603790283,0.43410855531692505,1.6527130603790283,20,,,
,2603,,,,20,1.2802144289016724,0.5800897479057312,1.2802144289016724
0.00025886455201064177,2604,,,,,,,
,2727,1.6134008169174194,0.4206143915653229,1.6134008169174194,21,,,
,2727,,,,21,1.2557122707366943,0.5915659666061401,1.2557122707366943
0.0002721612117755289,2728,,,,,,,
,2851,1.5522748231887817,0.4984208941459656,1.5522748231887817,22,,,
,2851,,,,22,1.2048405408859253,0.6086906790733337,1.2048405408859253
0.0002860303677569118,2852,,,,,,,
,2975,1.5906885862350464,0.49583688378334045,1.5906885862350464,23,,,
,2975,,,,23,1.1590850353240967,0.624248206615448,1.1590850353240967
0.0003004658545562966,2976,,,,,,,
,3099,1.5889246463775635,0.4685616195201874,1.5889246463775635,24,,,
,3099,,,,24,1.136323094367981,0.6300351619720459,1.136323094367981
0.000315461255018328,3100,,,,,,,
,3223,1.5163006782531738,0.48664945363998413,1.5163006782531738,25,,,
,3223,,,,25,1.1156045198440552,0.6358047723770142,1.1156045198440552
0.00033100990308347535,3224,,,,,,,
,3347,1.5160677433013916,0.4984208941459656,1.5160677433013916,26,,,
,3347,,,,26,1.0752736330032349,0.6533719897270203,1.0752736330032349
0.000347104886751362,3348,,,,,,,
,3471,1.4571336507797241,0.5710594058036804,1.4571336507797241,27,,,
,3471,,,,27,1.04141366481781,0.6613358855247498,1.04141366481781
0.0003637390511534288,3472,,,,,,,
,3595,1.5218117237091064,0.5417743921279907,1.5218117237091064,28,,,
,3595,,,,28,1.0212829113006592,0.6681651473045349,1.0212829113006592
0.00038090500173356247,3596,,,,,,,
,3719,1.4410160779953003,0.54493248462677,1.4410160779953003,29,,,
,3719,,,,29,0.9841828346252441,0.6800947785377502,0.9841828346252441
0.0003985951075352731,3720,,,,,,,
,3843,1.4689453840255737,0.5165087580680847,1.4689453840255737,30,,,
,3843,,,,30,0.9555277228355408,0.6889317631721497,0.9555277228355408
0.00041680150459396,3844,,,,,,,
,3967,1.5339239835739136,0.5113407969474792,1.5339239835739136,31,,,
,3967,,,,31,0.9273820519447327,0.7020854949951172,0.9273820519447327
0.00043551609943276405,3968,,,,,,,
,4091,1.378398060798645,0.5747918486595154,1.378398060798645,32,,,
,4091,,,,32,0.9188666343688965,0.7010610699653625,0.9188666343688965
0.0004547305726604399,4092,,,,,,,
,4215,1.4171901941299438,0.5377548336982727,1.4171901941299438,33,,,
,4215,,,,33,0.8842684030532837,0.707673192024231,0.8842684030532837
0.000474436382669665,4216,,,,,,,
