lr-AdamW,step,train_loss_clf,train_acc,train_loss_total,epoch,val_loss_clf,val_acc,val_loss_total
,323,1.4874745607376099,0.44820597767829895,1.4874745607376099,17,,,
,323,,,,17,1.3403279781341553,0.44812455773353577,1.3403279781341553
0.0001843639835179292,324,,,,,,,
,341,1.4594782590866089,0.4354745149612427,1.4594782590866089,18,,,
,341,,,,18,1.3697491884231567,0.4482342302799225,1.3697491884231567
0.0001998709451984077,342,,,,,,,
,359,1.404293179512024,0.46064817905426025,1.404293179512024,19,,,
,359,,,,19,1.3217500448226929,0.4483439326286316,1.3217500448226929
0.00021600457453693745,360,,,,,,,
,377,1.3496218919754028,0.48119214177131653,1.3496218919754028,20,,,
,377,,,,20,1.2185200452804565,0.48647361993789673,1.2185200452804565
0.00023273328919645243,378,,,,,,,
,395,1.33827805519104,0.46817129850387573,1.33827805519104,21,,,
,395,,,,21,1.2009574174880981,0.4726182222366333,1.2009574174880981
0.00025002434193242525,396,,,,,,,
,413,1.3097279071807861,0.4826388955116272,1.3097279071807861,22,,,
,413,,,,22,1.208961009979248,0.4870219826698303,1.208961009979248
0.00026784388469713665,414,,,,,,,
,431,1.253758430480957,0.49681711196899414,1.253758430480957,23,,,
,431,,,,23,1.2204937934875488,0.4655260741710663,1.2204937934875488
0.00028615703489881766,432,,,,,,,
,449,1.222048044204712,0.5034722089767456,1.222048044204712,24,,,
,449,,,,24,1.1297643184661865,0.5037654042243958,1.1297643184661865
0.00030492794368596236,450,,,,,,,
,467,1.2274820804595947,0.5109953284263611,1.2274820804595947,25,,,
,467,,,,25,1.0920071601867676,0.5005483627319336,1.0920071601867676
0.00032411986612313685,468,,,,,,,
,485,1.1900418996810913,0.5243055820465088,1.1900418996810913,26,,,
,485,,,,26,1.1145431995391846,0.5663888454437256,1.1145431995391846
0.00034369523312091665,486,,,,,,,
,503,1.1872903108596802,0.5214120745658875,1.1872903108596802,27,,,
,503,,,,27,1.0548036098480225,0.5763691067695618,1.0548036098480225
0.0003636157249791435,504,,,,,,,
,521,1.1650259494781494,0.5515046119689941,1.1650259494781494,28,,,
,521,,,,28,1.024914026260376,0.6040798425674438,1.024914026260376
0.00038384234639953754,522,,,,,,,
,539,1.1155775785446167,0.5668402910232544,1.1155775785446167,29,,,
,539,,,,29,1.0743727684020996,0.5770271420478821,1.0743727684020996
0.00040433550282082515,540,,,,,,,
,557,1.062522292137146,0.5818865895271301,1.062522292137146,30,,,
,557,,,,30,1.0125137567520142,0.6180448532104492,1.0125137567520142
0.0004250550779269517,558,,,,,,,
,575,1.1106542348861694,0.5590277910232544,1.1106542348861694,31,,,
,575,,,,31,0.9743691086769104,0.6356657147407532,0.9743691086769104
0.00044596051217665495,576,,,,,,,
,593,0.983980655670166,0.6111111044883728,0.983980655670166,32,,,
,593,,,,32,0.9342756271362305,0.6185932159423828,0.9342756271362305
0.0004670108822006704,594,,,,,,,
,611,1.0088434219360352,0.5923032164573669,1.0088434219360352,33,,,
,611,,,,33,0.9239952564239502,0.6530671715736389,0.9239952564239502
0.0004881649809111501,612,,,,,,,
,629,0.9674543738365173,0.6174768805503845,0.9674543738365173,34,,,
,629,,,,34,0.9226691722869873,0.6080646514892578,0.9226691722869873
0.0005093813981664703,630,,,,,,,
,647,0.9555804133415222,0.6006944179534912,0.9555804133415222,35,,,
,647,,,,35,0.9845287203788757,0.6077355742454529,0.9845287203788757
0.0005306186018335297,648,,,,,,,
,665,0.9264179468154907,0.6252893209457397,0.9264179468154907,36,,,
,665,,,,36,0.9240928292274475,0.6633764505386353,0.9240928292274475
0.0005518350190888497,666,,,,,,,
,683,0.9311289191246033,0.6290509700775146,0.9311289191246033,37,,,
,683,,,,37,0.9574602842330933,0.6456459760665894,0.9574602842330933
0.0005729891177993294,684,,,,,,,
,701,0.896815299987793,0.6542245149612427,0.896815299987793,38,,,
,701,,,,38,0.9886528253555298,0.6152665019035339,0.9886528253555298
0.0005940394878233453,702,,,,,,,
,719,0.9058555364608765,0.6449652910232544,0.9058555364608765,39,,,
,719,,,,39,0.9211603999137878,0.6946333050727844,0.9211603999137878
0.0006149449220730483,720,,,,,,,
,737,0.8646469116210938,0.6629050970077515,0.8646469116210938,40,,,
,737,,,,40,0.8579103946685791,0.69806969165802,0.8579103946685791
0.000635664497179175,738,,,,,,,
,755,0.7948799729347229,0.6903935074806213,0.7948799729347229,41,,,
,755,,,,41,0.9023564457893372,0.6945236325263977,0.9023564457893372
0.0006561576536004625,756,,,,,,,
,773,0.8012615442276001,0.6979166865348816,0.8012615442276001,42,,,
,773,,,,42,0.7886295318603516,0.7363091707229614,0.7886295318603516
0.0006763842750208564,774,,,,,,,
,791,0.8056066036224365,0.6932870149612427,0.8056066036224365,43,,,
,791,,,,43,0.782323956489563,0.7257804870605469,0.782323956489563
0.0006963047668790832,792,,,,,,,
,809,0.7645954489707947,0.7213541865348816,0.7645954489707947,44,,,
,809,,,,44,0.7395028471946716,0.7669079303741455,0.7395028471946716
0.0007158801338768633,810,,,,,,,
,827,0.7174696326255798,0.7366898655891418,0.7174696326255798,45,,,
,827,,,,45,0.7190715670585632,0.7742195129394531,0.7190715670585632
0.0007350720563140377,828,,,,,,,
,845,0.7313150763511658,0.7401619553565979,0.7313150763511658,46,,,
,845,,,,46,0.8073174357414246,0.6838853359222412,0.8073174357414246
0.0007538429651011822,846,,,,,,,
,863,0.6625946760177612,0.7612847089767456,0.6625946760177612,47,,,
,863,,,,47,0.567625880241394,0.8125685453414917,0.567625880241394
0.0007721561153028634,864,,,,,,,
,881,0.6254025101661682,0.7783564329147339,0.6254025101661682,48,,,
,881,,,,48,0.5649746060371399,0.8162243366241455,0.5649746060371399
0.0007899756580675747,882,,,,,,,
,899,0.5706840753555298,0.7939814925193787,0.5706840753555298,49,,,
,899,,,,49,0.6515066623687744,0.757037341594696,0.6515066623687744
0.0008072667108035476,900,,,,,,,
,917,0.5529725551605225,0.8029513955116272,0.5529725551605225,50,,,
,917,,,,50,0.5585476160049438,0.8297507166862488,0.5585476160049438
0.0008239954254630627,918,,,,,,,
,935,0.5982040166854858,0.7948494553565979,0.5982040166854858,51,,,
,935,,,,51,0.5083486437797546,0.8362945318222046,0.5083486437797546
0.0008401290548015924,936,,,,,,,
,953,0.5598964095115662,0.8125,0.5598964095115662,52,,,
,953,,,,52,0.5170685052871704,0.8436060547828674,0.5170685052871704
0.0008556360164820708,954,,,,,,,
,971,0.49336564540863037,0.8408564925193787,0.49336564540863037,53,,,
,971,,,,53,0.5020952820777893,0.8572420477867126,0.5020952820777893
0.0008704859548988004,972,,,,,,,
,989,0.5234129428863525,0.8217592835426331,0.5234129428863525,54,,,
,989,,,,54,0.6043260097503662,0.8123492002487183,0.6043260097503662
0.0008846498005999767,990,,,,,,,
,1007,0.5097286701202393,0.8200231194496155,0.5097286701202393,55,,,
,1007,,,,55,0.4361326992511749,0.8675512671470642,0.4361326992511749
0.0008980998271925047,1008,,,,,,,
,1025,0.4636474549770355,0.8368055820465088,0.4636474549770355,56,,,
,1025,,,,56,0.4565814435482025,0.8575710654258728,0.4565814435482025
0.0009108097056177156,1026,,,,,,,
,1043,0.43889233469963074,0.8509838581085205,0.43889233469963074,57,,,
,1043,,,,57,0.4081030786037445,0.8888279795646667,0.4081030786037445
0.0009227545556917353,1044,,,,,,,
,1061,0.5099862217903137,0.8258102536201477,0.5099862217903137,58,,,
,1061,,,,58,0.4390975534915924,0.8574613928794861,0.4390975534915924
0.0009339109948096134,1062,,,,,,,
,1079,0.44551998376846313,0.8532986044883728,0.44551998376846313,59,,,
,1079,,,,59,0.467236191034317,0.8573518395423889,0.467236191034317
0.0009442571837178694,1080,,,,,,,
,1097,0.4654097557067871,0.8399884700775146,0.4654097557067871,60,,,
,1097,,,,60,0.4116278290748596,0.8608978390693665,0.4116278290748596
0.0009537728692658578,1098,,,,,,,
,1115,0.3982604146003723,0.8651620745658875,0.3982604146003723,61,,,
,1115,,,,61,0.41304004192352295,0.8679900765419006,0.41304004192352295
0.0009624394240522616,1116,,,,,,,
,1133,0.3981878459453583,0.8573494553565979,0.3981878459453583,62,,,
,1133,,,,62,0.5468634366989136,0.8263142108917236,0.5468634366989136
0.0009702398828891044,1134,,,,,,,
,1151,0.4359871447086334,0.8498263955116272,0.4359871447086334,63,,,
,1151,,,,63,0.4188586473464966,0.8542443513870239,0.4188586473464966
0.0009771589760119031,1152,,,,,,,
,1169,0.4126865863800049,0.858796238899231,0.4126865863800049,64,,,
,1169,,,,64,0.36148011684417725,0.8959201574325562,0.36148011684417725
0.0009831831589709487,1170,,,,,,,
,1187,0.38126444816589355,0.8648727536201477,0.38126444816589355,65,,,
,1187,,,,65,0.3759344220161438,0.8992469310760498,0.3759344220161438
0.0009883006391452032,1188,,,,,,,
,1205,0.36129045486450195,0.8804977536201477,0.36129045486450195,66,,,
,1205,,,,66,0.45704585313796997,0.8336257934570312,0.45704585313796997
0.0009925013988269084,1206,,,,,,,
,1223,0.41213294863700867,0.8611111044883728,0.41213294863700867,67,,,
,1223,,,,67,0.3669830560684204,0.9165387749671936,0.3669830560684204
0.000995777214831719,1224,,,,,,,
,1241,0.34577667713165283,0.8825231194496155,0.34577667713165283,68,,,
,1241,,,,68,0.39977210760116577,0.8682094216346741,0.39977210760116577
0.0009981216745959735,1242,,,,,,,
,1259,0.3172581195831299,0.8926505446434021,0.3172581195831299,69,,,
,1259,,,,69,0.344525009393692,0.9063391089439392,0.344525009393692
0.0009995301887295873,1260,,,,,,,
,1277,0.3565596640110016,0.8790508508682251,0.3565596640110016,70,,,
,1277,,,,70,0.45277926325798035,0.861007571220398,0.45277926325798035
0.001,1278,,,,,,,
,1295,0.32553866505622864,0.891203761100769,0.32553866505622864,71,,,
,1295,,,,71,0.3569810688495636,0.891935408115387,0.3569810688495636
0.0009999125808060514,1296,,,,,,,
,1313,0.33956918120384216,0.8807869553565979,0.33956918120384216,72,,,
,1313,,,,72,0.3292986750602722,0.9235211610794067,0.3292986750602722
0.0009996503537927897,1314,,,,,,,
,1331,0.3341420590877533,0.8897569179534912,0.3341420590877533,73,,,
,1331,,,,73,0.27658751606941223,0.919755756855011,0.27658751606941223
0.0009992134106552783,1332,,,,,,,
,1349,0.3222407400608063,0.8897569179534912,0.3222407400608063,74,,,
,1349,,,,74,0.31660857796669006,0.9199751615524292,0.31660857796669006
0.0009986019041829956,1350,,,,,,,
,1367,0.31648412346839905,0.8940972089767456,0.31648412346839905,75,,,
,1367,,,,75,0.36767521500587463,0.9097755551338196,0.36767521500587463
0.000997816048206409,1368,,,,,,,
,1385,0.2820426821708679,0.9042244553565979,0.2820426821708679,76,,,
,1385,,,,76,0.3020974397659302,0.9165387749671936,0.3020974397659302
0.0009968561175222016,1386,,,,,,,
,1403,0.29804757237434387,0.9001736044883728,0.29804757237434387,77,,,
,1403,,,,77,0.2921193838119507,0.9063391089439392,0.2921193838119507
0.0009957224477971825,1404,,,,,,,
,1421,0.30877578258514404,0.8929398655891418,0.30877578258514404,78,,,
,1421,,,,78,0.28296133875846863,0.9096658825874329,0.28296133875846863
0.0009944154354509117,1422,,,,,,,
,1439,0.2654730975627899,0.9074074029922485,0.2654730975627899,79,,,
,1439,,,,79,0.34975624084472656,0.9094465374946594,0.34975624084472656
0.0009929355375170809,1440,,,,,,,
,1457,0.30286943912506104,0.8923611044883728,0.30286943912506104,80,,,
,1457,,,,80,0.32244983315467834,0.9057907462120056,0.32244983315467834
0.0009912832714836976,1458,,,,,,,
,1475,0.2803584635257721,0.9045137763023376,0.2803584635257721,81,,,
,1475,,,,81,0.2844614088535309,0.9131023287773132,0.2844614088535309
0.0009894592151121324,1476,,,,,,,
,1493,0.2738399803638458,0.9071180820465088,0.2738399803638458,82,,,
,1493,,,,82,0.30352482199668884,0.9097755551338196,0.30352482199668884
0.0009874640062350875,1494,,,,,,,
,1511,0.2466754913330078,0.9155092835426331,0.2466754913330078,83,,,
,1511,,,,83,0.27056604623794556,0.9201945066452026,0.27056604623794556
0.0009852983425335607,1512,,,,,,,
,1529,0.29356884956359863,0.9004629254341125,0.29356884956359863,84,,,
,1529,,,,84,0.28388795256614685,0.9235212206840515,0.28388795256614685
0.0009829629812928816,1530,,,,,,,
,1547,0.2592785656452179,0.9134838581085205,0.2592785656452179,85,,,
,1547,,,,85,0.2971169352531433,0.9096658229827881,0.2971169352531433
0.000980458739137906,1548,,,,,,,
,1565,0.237659752368927,0.9178240299224854,0.237659752368927,86,,,
,1565,,,,86,0.3134736716747284,0.9168676733970642,0.3134736716747284
0.0009777864917474587,1566,,,,,,,
,1583,0.2409718781709671,0.9198495745658875,0.2409718781709671,87,,,
,1583,,,,87,0.367432177066803,0.891935408115387,0.367432177066803
0.0009749471735481295,1584,,,,,,,
,1601,0.25389111042022705,0.9103008508682251,0.25389111042022705,88,,,
,1601,,,,88,0.31994083523750305,0.9132119417190552,0.31994083523750305
0.0009719417773875231,1602,,,,,,,
,1619,0.23401042819023132,0.9236111044883728,0.23401042819023132,89,,,
,1619,,,,89,0.3690027892589569,0.8993566036224365,0.3690027892589569
0.0009687713541870824,1620,,,,,,,
,1637,0.18977519869804382,0.9328703284263611,0.18977519869804382,90,,,
,1637,,,,90,0.3287615180015564,0.8925933837890625,0.3287615180015564
0.0009654370125746047,1638,,,,,,,
,1655,0.25801244378089905,0.9088541865348816,0.25801244378089905,91,,,
,1655,,,,91,0.32090985774993896,0.9132119417190552,0.32090985774993896
0.0009619399184965783,1656,,,,,,,
,1673,0.23629209399223328,0.9143518209457397,0.23629209399223328,92,,,
,1673,,,,92,0.28953367471694946,0.9271770715713501,0.28953367471694946
0.0009582812948104762,1674,,,,,,,
,1691,0.24442708492279053,0.9114583134651184,0.24442708492279053,93,,,
,1691,,,,93,0.3609461486339569,0.8959201574325562,0.3609461486339569
0.0009544624208571506,1692,,,,,,,
,1709,0.2312106192111969,0.9178241491317749,0.2312106192111969,94,,,
,1709,,,,94,0.29514700174331665,0.9029026627540588,0.29514700174331665
0.0009504846320134736,1710,,,,,,,
,1727,0.22590065002441406,0.9259259700775146,0.22590065002441406,95,,,
,1727,,,,95,0.26948365569114685,0.9203041195869446,0.26948365569114685
0.0009463493192253872,1728,,,,,,,
,1745,0.2389853149652481,0.9160880446434021,0.2389853149652481,96,,,
,1745,,,,96,0.2749249339103699,0.9238502383232117,0.2749249339103699
0.0009420579285215178,1746,,,,,,,
,1763,0.21913358569145203,0.9233217835426331,0.21913358569145203,97,,,
,1763,,,,97,0.2747579514980316,0.9166483283042908,0.2747579514980316
0.000937611960507533,1764,,,,,,,
,1781,0.2150760442018509,0.9236111044883728,0.2150760442018509,98,,,
,1781,,,,98,0.30215734243392944,0.9306134581565857,0.30215734243392944
0.0009330129698414117,1782,,,,,,,
,1799,0.2175944447517395,0.9224536418914795,0.2175944447517395,99,,,
,1799,,,,99,0.3456025719642639,0.8921546936035156,0.3456025719642639
0.0009282625646898148,1800,,,,,,,
,1817,0.2265026867389679,0.9262152910232544,0.2265026867389679,100,,,
,1817,,,,100,0.2759121060371399,0.9169774651527405,0.2759121060371399
0.0009233624061657436,1818,,,,,,,
,1835,0.18367835879325867,0.9351852536201477,0.18367835879325867,101,,,
,1835,,,,101,0.2610548436641693,0.9271770715713501,0.2610548436641693
0.0009183142077476857,1836,,,,,,,
,1853,0.21157687902450562,0.9279513955116272,0.21157687902450562,102,,,
,1853,,,,102,0.25725775957107544,0.9340498447418213,0.25725775957107544
0.0009131197346804487,1854,,,,,,,
,1871,0.18986685574054718,0.9328703284263611,0.18986685574054718,103,,,
,1871,,,,103,0.30495384335517883,0.8960297703742981,0.30495384335517883
0.0009077808033578921,1872,,,,,,,
,1889,0.20451265573501587,0.9282407760620117,0.20451265573501587,104,,,
,1889,,,,104,0.25791171193122864,0.9309424757957458,0.25791171193122864
0.0009022992806877745,1890,,,,,,,
,1907,0.20461900532245636,0.9317129254341125,0.20461900532245636,105,,,
,1907,,,,105,0.31791216135025024,0.8994662761688232,0.31791216135025024
0.0008966770834389369,1908,,,,,,,
,1925,0.1867782324552536,0.9354744553565979,0.1867782324552536,106,,,
,1925,,,,106,0.2604597806930542,0.9168676733970642,0.2604597806930542
0.0008909161775710499,1926,,,,,,,
,1943,0.19032986462116241,0.9366319179534912,0.19032986462116241,107,,,
,1943,,,,107,0.30827999114990234,0.9060100317001343,0.30827999114990234
0.0008850185775471609,1944,,,,,,,
,1961,0.179200679063797,0.9372106194496155,0.179200679063797,108,,,
,1961,,,,108,0.2634122669696808,0.8923740386962891,0.2634122669696808
0.0008789863456292802,1962,,,,,,,
,1979,0.18115505576133728,0.9372106790542603,0.18115505576133728,109,,,
,1979,,,,109,0.32151392102241516,0.9134312868118286,0.32151392102241516
0.0008728215911572529,1980,,,,,,,
,1997,0.1967228800058365,0.9325810670852661,0.1967228800058365,110,,,
,1997,,,,110,0.2801092565059662,0.9131022095680237,0.2801092565059662
0.0008665264698111694,1998,,,,,,,
,2015,0.1841585785150528,0.9363425374031067,0.1841585785150528,111,,,
,2015,,,,111,0.26724258065223694,0.9238502383232117,0.26724258065223694
0.0008601031828575701,2016,,,,,,,
,2033,0.17911545932292938,0.9372106194496155,0.17911545932292938,112,,,
,2033,,,,112,0.2590087652206421,0.9270673394203186,0.2590087652206421
0.0008535539763797113,2034,,,,,,,
,2051,0.167937234044075,0.9412616491317749,0.167937234044075,113,,,
,2051,,,,113,0.28597375750541687,0.9271770119667053,0.28597375750541687
0.0008468811404921587,2052,,,,,,,
,2069,0.1677493155002594,0.9421296119689941,0.1677493155002594,114,,,
,2069,,,,114,0.28903818130493164,0.9135408997535706,0.28903818130493164
0.000840087008539984,2070,,,,,,,
,2087,0.17738083004951477,0.9441550970077515,0.17738083004951477,115,,,
,2087,,,,115,0.297686368227005,0.9205235242843628,0.297686368227005
0.000833173956282846,2088,,,,,,,
,2105,0.21491844952106476,0.9273727536201477,0.21491844952106476,116,,,
,2105,,,,116,0.24696382880210876,0.9375959634780884,0.24696382880210876
0.0008261444010642379,2106,,,,,,,
,2123,0.17620177567005157,0.9412616491317749,0.17620177567005157,117,,,
,2123,,,,117,0.2681654393672943,0.9030123353004456,0.2681654393672943
0.0008190008009661964,2124,,,,,,,
,2141,0.15938785672187805,0.9450231194496155,0.15938785672187805,118,,,
,2141,,,,118,0.3224910497665405,0.9030123353004456,0.3224910497665405
0.000811745653949763,2142,,,,,,,
,2159,0.1420367956161499,0.9542824625968933,0.1420367956161499,119,,,
,2159,,,,119,0.30267104506492615,0.9307231307029724,0.30267104506492615
0.0008043814969815022,2160,,,,,,,
,2177,0.1552545130252838,0.9444444179534912,0.1552545130252838,120,,,
,2177,,,,120,0.30931803584098816,0.9239599108695984,0.30931803584098816
0.0007969109051463795,2178,,,,,,,
,2195,0.15901343524456024,0.9438657760620117,0.15901343524456024,121,,,
,2195,,,,121,0.25344118475914,0.9306134581565857,0.25344118475914
0.0007893364907473105,2196,,,,,,,
,2213,0.16788998246192932,0.9456018805503845,0.16788998246192932,122,,,
,2213,,,,122,0.3172277808189392,0.9064487814903259,0.3172277808189392
0.0007816609023916948,2214,,,,,,,
,2231,0.19156962633132935,0.9363425970077515,0.19156962633132935,123,,,
,2231,,,,123,0.2902708053588867,0.916758120059967,0.2902708053588867
0.0007738868240652572,2232,,,,,,,
,2249,0.1431928426027298,0.9470486044883728,0.1431928426027298,124,,,
,2249,,,,124,0.2069328874349594,0.9585435390472412,0.2069328874349594
0.0007660169741935151,2250,,,,,,,
,2267,0.16329330205917358,0.9456018805503845,0.16329330205917358,125,,,
,2267,,,,125,0.288370281457901,0.9030123353004456,0.288370281457901
0.0007580541046912057,2268,,,,,,,
,2285,0.1532290279865265,0.9484953880310059,0.1532290279865265,126,,,
,2285,,,,126,0.27976182103157043,0.927286684513092,0.27976182103157043
0.0007500009999999999,2286,,,,,,,
,2303,0.1308789849281311,0.9557291865348816,0.1308789849281311,127,,,
,2303,,,,127,0.2755381166934967,0.9170871376991272,0.2755381166934967
0.0007418604761148456,2304,,,,,,,
,2321,0.15447956323623657,0.9479166865348816,0.15447956323623657,128,,,
,2321,,,,128,0.23809050023555756,0.9343789219856262,0.23809050023555756
0.0007336353795992744,2322,,,,,,,
,2339,0.15387654304504395,0.9505208134651184,0.15387654304504395,129,,,
,2339,,,,129,0.28094977140426636,0.9166483283042908,0.28094977140426636
0.000725328586590021,2340,,,,,,,
,2357,0.13977137207984924,0.9490741491317749,0.13977137207984924,130,,,
,2357,,,,130,0.31378576159477234,0.923740565776825,0.31378576159477234
0.0007169430017913008,2358,,,,,,,
,2375,0.13695240020751953,0.9534143805503845,0.13695240020751953,131,,,
,2375,,,,131,0.2289474755525589,0.9375960230827332,0.2289474755525589
0.0007084815574590985,2376,,,,,,,
,2393,0.14947441220283508,0.9519675374031067,0.14947441220283508,132,,,
,2393,,,,132,0.24913139641284943,0.9200848340988159,0.24913139641284943
0.0006999472123758217,2394,,,,,,,
,2411,0.13462871313095093,0.9528356194496155,0.13462871313095093,133,,,
,2411,,,,133,0.20784564316272736,0.9412517547607422,0.20784564316272736
0.0006913429508156802,2412,,,,,,,
,2429,0.14849944412708282,0.9456018209457397,0.14849944412708282,134,,,
,2429,,,,134,0.2554377615451813,0.9308328032493591,0.2554377615451813
0.0006826717815011488,2430,,,,,,,
,2447,0.1307680308818817,0.9545717835426331,0.1307680308818817,135,,,
,2447,,,,135,0.22293590009212494,0.9443591237068176,0.22293590009212494
0.0006739367365508843,2448,,,,,,,
,2465,0.13017985224723816,0.9577546119689941,0.13017985224723816,136,,,
,2465,,,,136,0.24708731472492218,0.9342691898345947,0.24708731472492218
0.0006651408704194596,2466,,,,,,,
,2483,0.11103066056966782,0.9620949029922485,0.11103066056966782,137,,,
,2483,,,,137,0.27151060104370117,0.9378153681755066,0.27151060104370117
0.0006562872588292863,2484,,,,,,,
,2501,0.1177174374461174,0.960358738899231,0.1177174374461174,138,,,
,2501,,,,138,0.2175114005804062,0.9411420822143555,0.2175114005804062
0.0006473789976951033,2502,,,,,,,
,2519,0.128371000289917,0.9583333134651184,0.128371000289917,139,,,
,2519,,,,139,0.21623016893863678,0.9375960230827332,0.21623016893863678
0.0006384192020414017,2520,,,,,,,
,2537,0.10716776549816132,0.9615161418914795,0.10716776549816132,140,,,
,2537,,,,140,0.23237282037734985,0.9481245875358582,0.23237282037734985
0.0006294110049131701,2538,,,,,,,
,2555,0.11490056663751602,0.9568866491317749,0.11490056663751602,141,,,
,2555,,,,141,0.28302833437919617,0.9342691898345947,0.28302833437919617
0.0006203575562803357,2556,,,,,,,
,2573,0.13635756075382233,0.9513888955116272,0.13635756075382233,142,,,
,2573,,,,142,0.2197970747947693,0.9377056360244751,0.2197970747947693
0.0006112620219362892,2574,,,,,,,
,2591,0.14759960770606995,0.9493634700775146,0.14759960770606995,143,,,
,2591,,,,143,0.2155589610338211,0.9551070928573608,0.2155589610338211
0.0006021275823908766,2592,,,,,,,
,2609,0.10359581559896469,0.9629629254341125,0.10359581559896469,144,,,
,2609,,,,144,0.2300206869840622,0.9514513611793518,0.2300206869840622
0.000592957431758243,2610,,,,,,,
,2627,0.11261245608329773,0.9618055820465088,0.11261245608329773,145,,,
,2627,,,,145,0.20734284818172455,0.9482343196868896,0.20734284818172455
0.0005837547766399216,2628,,,,,,,
,2645,0.10460597276687622,0.9641203880310059,0.10460597276687622,146,,,
,2645,,,,146,0.22789102792739868,0.940922737121582,0.22789102792739868
0.0005745228350035547,2646,,,,,,,
,2663,0.11350521445274353,0.9609375,0.11350521445274353,147,,,
,2663,,,,147,0.201280876994133,0.9444687962532043,0.201280876994133
0.0005652648350576414,2664,,,,,,,
,2681,0.10654142498970032,0.9646990299224854,0.10654142498970032,148,,,
,2681,,,,148,0.23265314102172852,0.9480149745941162,0.23265314102172852
0.0005559840141227016,2682,,,,,,,
,2699,0.08998087048530579,0.9704861044883728,0.08998087048530579,149,,,
,2699,,,,149,0.2572154104709625,0.9480149745941162,0.2572154104709625
0.0005466836174992583,2700,,,,,,,
,2717,0.11498714238405228,0.9618055820465088,0.11498714238405228,150,,,
,2717,,,,150,0.26044586300849915,0.9339402318000793,0.26044586300849915
0.0005373668973330249,2718,,,,,,,
,2735,0.10369794815778732,0.9612268209457397,0.10369794815778732,151,,,
,2735,,,,151,0.17030061781406403,0.9514513611793518,0.17030061781406403
0.0005280371114777014,2736,,,,,,,
,2753,0.1337619423866272,0.9577546715736389,0.1337619423866272,152,,,
,2753,,,,152,0.274067223072052,0.9378153681755066,0.274067223072052
0.0005186975223557743,2754,,,,,,,
,2771,0.1182805597782135,0.9626736044883728,0.1182805597782135,153,,,
